"Gene ID","source_id","Product Description","Gene Type","Is Pseudo","Gene Name or Symbol","Transcript Product Description"
"PBANKA_0602000","PBANKA_0602000.1","origin recognition complex subunit 1, putative","protein coding","No","ORC1","origin recognition complex subunit 1, putative"
"PBANKA_0602100","PBANKA_0602100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0602200","PBANKA_0602200.1","signal recognition particle subunit SRP14, putative","protein coding","No","SRP14","signal recognition particle subunit SRP14, putative"
"PBANKA_0602300","PBANKA_0602300.1","TBCC domain-containing protein, putative","protein coding","No","N/A","TBCC domain-containing protein, putative"
"PBANKA_0602400","PBANKA_0602400.1","major facilitator superfamily domain-containing protein, putative","protein coding","No","MFS4","major facilitator superfamily domain-containing protein, putative"
"PBANKA_0602500","PBANKA_0602500.1","threonylcarbamoyl-AMP synthase, putative","protein coding","No","SUA5","threonylcarbamoyl-AMP synthase, putative"
"PBANKA_0602600","PBANKA_0602600.1","cytochrome c1 heme lyase","protein coding","No","CC1HL","cytochrome c1 heme lyase"
"PBANKA_0602700","PBANKA_0602700.1","nucleosome assembly protein, putative","protein coding","No","NAPL","nucleosome assembly protein, putative"
"PBANKA_0602800","PBANKA_0602800.1","ubiquitin-conjugating enzyme E2, putative","protein coding","No","UBC","ubiquitin-conjugating enzyme E2, putative"
"PBANKA_0602900","PBANKA_0602900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0603000","PBANKA_0603000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0603100","PBANKA_0603100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0603200","PBANKA_0603200.1","eukaryotic translation initiation factor 5A, putative","protein coding","No","EIF5A","eukaryotic translation initiation factor 5A, putative"
"PBANKA_0603300","PBANKA_0603300.1","sexual stage-specific protein G37","protein coding","No","G37","sexual stage-specific protein G37"
"PBANKA_0603400","PBANKA_0603400.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0603500","PBANKA_0603500.1","cytidine deaminase, putative","protein coding","No","N/A","cytidine deaminase, putative"
"PBANKA_0603600","PBANKA_0603600.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0603650","PBANKA_0603650.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0603700","PBANKA_0603700.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0603800","PBANKA_0603800.1","O-phosphoseryl-tRNA(Sec) selenium transferase, putative","protein coding","No","SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
"PBANKA_0603900","PBANKA_0603900.1","HAD domain ookinete protein","protein coding","No","HADO","HAD domain ookinete protein"
"PBANKA_0604000","PBANKA_0604000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0604100","PBANKA_0604100.1","kelch domain-containing protein, putative","protein coding","No","N/A","kelch domain-containing protein, putative"
"PBANKA_0604200","PBANKA_0604200.1","zinc finger protein, putative","protein coding","No","N/A","zinc finger protein, putative"
"PBANKA_0604300","PBANKA_0604300.1","tetratricopeptide repeat protein, putative","protein coding","No","TRP1","tetratricopeptide repeat protein, putative"
"PBANKA_0604400","PBANKA_0604400.1","targeted glyoxalase II, putative","protein coding","No","tGLO2","targeted glyoxalase II, putative"
"PBANKA_0604500","PBANKA_0604500.1","high mobility group protein B3, putative","protein coding","No","HMGB3","high mobility group protein B3, putative"
"PBANKA_0604600","PBANKA_0604600.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0604700","PBANKA_0604700.1","shewanella-like protein phosphatase 2, putative","protein coding","No","SHLP2","shewanella-like protein phosphatase 2, putative"
"PBANKA_0604800","PBANKA_0604800.1","eukaryotic translation initiation factor 3 subunit C, putative","protein coding","No","EIF3C","eukaryotic translation initiation factor 3 subunit C, putative"
"PBANKA_0604900","PBANKA_0604900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0605000","PBANKA_0605000.1","thiosulfate sulfurtransferase, putative","protein coding","No","TUM1","thiosulfate sulfurtransferase, putative"
"PBANKA_0605100","PBANKA_0605100.1","Tat binding protein 1(TBP-1)-interacting protein, putative","protein coding","No","N/A","Tat binding protein 1(TBP-1)-interacting protein, putative"
"PBANKA_0605200","PBANKA_0605200.1","DNA-directed RNA polymerase III subunit RPC2, putative","protein coding","No","RPC2","DNA-directed RNA polymerase III subunit RPC2, putative"
"PBANKA_0605300","PBANKA_0605300.1","eukaryotic translation initiation factor 5, putative","protein coding","No","EIF5","eukaryotic translation initiation factor 5, putative"
"PBANKA_0605400","PBANKA_0605400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0605500","PBANKA_0605500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0605600","PBANKA_0605600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0605700","PBANKA_0605700.1","pre-rRNA-processing protein ESF1, putative","protein coding","No","N/A","pre-rRNA-processing protein ESF1, putative"
"PBANKA_0605800","PBANKA_0605800.1","LIMP protein","protein coding","No","LIMP","LIMP protein"
"PBANKA_0605900","PBANKA_0605900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0606000","PBANKA_0606000.1","RNA-binding protein, putative","protein coding","No","N/A","RNA-binding protein, putative"
"PBANKA_0606100","PBANKA_0606100.1","tRNA dimethylallyltransferase, putative","protein coding","No","MiaA","tRNA dimethylallyltransferase, putative"
"PBANKA_0606200","PBANKA_0606200.1","41-3 protein, putative","protein coding","No","N/A","41-3 protein, putative"
"PBANKA_0606300","PBANKA_0606300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0606400","PBANKA_0606400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0606500","PBANKA_0606500.1","ribosomal protein L29, apicoplast, putative","protein coding","No","N/A","ribosomal protein L29, apicoplast, putative"
"PBANKA_0606600","PBANKA_0606600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0606700","PBANKA_0606700.1","cysteine repeat modular protein 3","protein coding","No","CRMP3","cysteine repeat modular protein 3"
"PBANKA_0606800","PBANKA_0606800.1","acyl carrier protein, mitochondrial, putative","protein coding","No","N/A","acyl carrier protein, mitochondrial, putative"
"PBANKA_0606900","PBANKA_0606900.1","amino acid transporter, putative","protein coding","No","N/A","amino acid transporter, putative"
"PBANKA_0607000","PBANKA_0607000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0607100","PBANKA_0607100.1","mitochondrial import inner membrane translocase subunit TIM10, putative","protein coding","No","TIM10","mitochondrial import inner membrane translocase subunit TIM10, putative"
"PBANKA_0607200","PBANKA_0607200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0607300","PBANKA_0607300.1","zinc finger protein, putative","protein coding","No","N/A","zinc finger protein, putative"
"PBANKA_0607400","PBANKA_0607400.1","protein phosphatase PPM11, putative","protein coding","No","PPM11","protein phosphatase PPM11, putative"
"PBANKA_0607500","PBANKA_0607500.1","mago-binding protein, putative","protein coding","No","N/A","mago-binding protein, putative"
"PBANKA_0607600","PBANKA_0607600.1","U6 snRNA-associated Sm-like protein LSm7, putative","protein coding","No","LSM7","U6 snRNA-associated Sm-like protein LSm7, putative"
"PBANKA_0607700","PBANKA_0607700.1","telomere repeat-binding zinc finger protein, putative","protein coding","No","TRZ","telomere repeat-binding zinc finger protein, putative"
"PBANKA_0607800","PBANKA_0607800.1","cytosolic iron-sulfur protein assembly protein 1, putative","protein coding","No","CIA1","cytosolic iron-sulfur protein assembly protein 1, putative"
"PBANKA_0607900","PBANKA_0607900.1","cGMP-specific 3',5'-cyclic phosphodiesterase alpha, putative","protein coding","No","PDEalpha","cGMP-specific 3',5'-cyclic phosphodiesterase alpha, putative"
"PBANKA_0608000","PBANKA_0608000.1","porphobilinogen deaminase","protein coding","No","PBGD","porphobilinogen deaminase"
"PBANKA_0608100","PBANKA_0608100.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_0608200","PBANKA_0608200.1","ATP synthase mitochondrial F1 complex assembly factor 1, putative","protein coding","No","ATP11","ATP synthase mitochondrial F1 complex assembly factor 1, putative"
"PBANKA_0608300","PBANKA_0608300.1","ABC transporter B family member 7, putative","protein coding","No","ABCB7","ABC transporter B family member 7, putative"
"PBANKA_0608400","PBANKA_0608400.1","50S ribosomal protein L1, apicoplast, putative","protein coding","No","RPL1","50S ribosomal protein L1, apicoplast, putative"
"PBANKA_0608500","PBANKA_0608500.1","SNARE protein, putative","protein coding","No","N/A","SNARE protein, putative"
"PBANKA_0608600","PBANKA_0608600.1","zinc finger protein, putative","protein coding","No","N/A","zinc finger protein, putative"
"PBANKA_0608700","PBANKA_0608700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0608800","PBANKA_0608800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0608900","PBANKA_0608900.1","general transcription factor 3C polypeptide 5, putative","protein coding","No","N/A","general transcription factor 3C polypeptide 5, putative"
"PBANKA_0609000","PBANKA_0609000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0609100","PBANKA_0609100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0609200","PBANKA_0609200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0609250","PBANKA_0609250.1","small nucleolar RNA snoR14","snoRNA encoding","No","N/A","small nucleolar RNA snoR14"
"PBANKA_0609300","PBANKA_0609300.1","GPI mannosyltransferase 1, putative","protein coding","No","PIGM","GPI mannosyltransferase 1, putative"
"PBANKA_0609500","PBANKA_0609500.1","kinesin-X3, putative","protein coding","No","N/A","kinesin-X3, putative"
"PBANKA_0609600","PBANKA_0609600.1","HSP20-like chaperone, putative","protein coding","No","N/A","HSP20-like chaperone, putative"
"PBANKA_0609700","PBANKA_0609700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0609800","PBANKA_0609800.1","DNA helicase MCM8, putative","protein coding","No","MCM8","DNA helicase MCM8, putative"
"PBANKA_0609900","PBANKA_0609900.1","heat shock protein DNAJ homologue Pfj4, putative","protein coding","No","N/A","heat shock protein DNAJ homologue Pfj4, putative"
"PBANKA_0610000","PBANKA_0610000.1","ribosomal protein S18, mitochondrial, putative","protein coding","No","mtRPS18","ribosomal protein S18, mitochondrial, putative"
"PBANKA_0610100","PBANKA_0610100.1","lysine-specific histone demethylase 1, putative","protein coding","No","LSD1","lysine-specific histone demethylase 1, putative"
"PBANKA_0610200","PBANKA_0610200.1","DNA replication licensing factor MCM5, putative","protein coding","No","MCM5","DNA replication licensing factor MCM5, putative"
"PBANKA_0610300","PBANKA_0610300.1","polyubiquitin, putative","protein coding","No","N/A","polyubiquitin, putative"
"PBANKA_0610400","PBANKA_0610400.1","non-SERCA-type Ca2+ -transporting P-ATPase, putative","protein coding","No","ATP4","non-SERCA-type Ca2+ -transporting P-ATPase, putative"
"PBANKA_0610500","PBANKA_0610500.1","glutathione peroxidase-like thioredoxin peroxidase","protein coding","No","TPx(Gl)","glutathione peroxidase-like thioredoxin peroxidase"
"PBANKA_0610600","PBANKA_0610600.1","peripheral plastid protein 1, putative","protein coding","No","PPP1","peripheral plastid protein 1, putative"
"PBANKA_0610700","PBANKA_0610700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_0610800","PBANKA_0610800.1","eukaryotic translation initiation factor eIF2A, putative","protein coding","No","N/A","eukaryotic translation initiation factor eIF2A, putative"
"PBANKA_0610900","PBANKA_0610900.1","HSP40, subfamily A, putative","protein coding","No","HSP40","HSP40, subfamily A, putative"
"PBANKA_0611000","PBANKA_0611000.1","trafficking protein particle complex subunit 5, putative","protein coding","No","N/A","trafficking protein particle complex subunit 5, putative"
