feature_symbol,product_description,gene_name,Unique_Core
PBANKA_0306300,"exosome complex component MTR3, putative",MTR3,NA
PBANKA_0306400,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative",IspF,NA
PBANKA_0306500,"conserved protein, unknown function",null,NA
PBANKA_0306600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0306700,"transporter, putative",null,NA
PBANKA_0306800,"ATP-dependent RNA helicase UAP56, putative",UAP56,NA
PBANKA_0306900,"Sec61-gamma subunit of protein translocation complex, putative",null,NA
PBANKA_0307000,"60S ribosomal protein L37ae, putative",null,NA
PBANKA_0307100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0307400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0307700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0307800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0308100,"ubiquinol-cytochrome-c reductase complex assembly factor 1, putative",null,NA
PBANKA_0308300,"GAF domain-related protein, putative",null,NA
PBANKA_0308400,"UDP-N-acetylglucosamine transferase subunit ALG14, putative",ALG14,NA
PBANKA_0308500,"tyrosine kinase-like protein, putative",TKL1,NA
PBANKA_0308600,"asparagine--tRNA ligase, putative",null,NA
PBANKA_0308700,"pseudouridine synthase, putative",null,NA
PBANKA_0308800,"GDP-fructose:GMP antiporter, putative",null,NA
PBANKA_0308900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0309000,"ribosomal protein L12, mitochondrial, putative",null,NA
PBANKA_0309100,"peptide chain release factor subunit 1, putative",null,NA
PBANKA_0309200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0309400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0309500,"secreted protein with altered thrombospondin repeat domain, putative",SPATR,NA
PBANKA_0309600,SRR1-like protein,null,NA
PBANKA_0309700,"multidrug efflux pump, putative",MATE,NA
PBANKA_0309800,"arginyl-tRNA--protein transferase, putative",ATEL1,NA
PBANKA_0309900,"conserved protein, unknown function",null,NA
PBANKA_0310000,"protein SIS1, putative",SIS1,NA
PBANKA_0310100,"conserved protein, unknown function",null,NA
PBANKA_0310200,"conserved protein, unknown function",null,NA
PBANKA_0310300,protein kinase 7,PK7,NA
PBANKA_0310400,"tetratricopeptide repeat protein, putative",null,NA
PBANKA_0310600,"conserved protein, unknown function",null,NA
PBANKA_0310900,"T-complex protein 1 subunit theta, putative",CCT8,NA
PBANKA_0311000,"protein transport protein SEC31, putative",SEC31,NA
PBANKA_0311100,"ribosomal protein L13, mitochondrial, putative",mRPL13,NA
PBANKA_0311200,"conserved protein, unknown function",null,NA
PBANKA_0311300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0311400,"serine/threonine protein kinase, putative",null,NA
PBANKA_0311500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0311600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0311700,"rhoptry neck protein 6, putative",RON6,NA
PBANKA_0311800,"acyl-CoA synthetase, putative",ACS9,NA
PBANKA_0311900,"RING zinc finger protein, putative",null,NA
PBANKA_0312000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0312100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0312200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0312300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0312400,"DNA-directed RNA polymerase II subunit RPB2, putative",RPB2,NA
PBANKA_0312500,"origin recognition complex subunit 5, putative",ORC5,NA
PBANKA_0312800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0313000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0313200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0313300,MtN3-like protein,null,NA
PBANKA_0313400,"autophagy-related protein 11, putative",ATG11,NA
PBANKA_0313500,"TMEM121 domain-containing protein, putative",null,NA
PBANKA_0313700,"conserved Plasmodium membrane protein, unknown function",null,NA
PBANKA_0313800,"ATP synthase subunit alpha, mitochondrial, putative",null,NA
PBANKA_0313900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0314000,"AP-2 complex subunit sigma, putative",AP2S,NA
PBANKA_0314100,"conserved protein, unknown function",null,NA
PBANKA_0314200,calcium-dependent protein kinase 1,CDPK1,NA
PBANKA_0314300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0314400,"E2F-associated phosphoprotein, putative",null,NA
PBANKA_0314500,"40S ribosomal protein S26, putative",RPS26,NA
PBANKA_0314700,"replication factor C subunit 2, putative",RFC2,NA
PBANKA_0314900,"SUZ domain-containing protein, putative",null,NA
PBANKA_0315100,"ATP-dependent RNA helicase DDX47, putative",DDX47,NA
PBANKA_0315200,"small nuclear ribonucleoprotein Sm D2, putative",SNRPD2,NA
PBANKA_0315300,"patatin-like phospholipase, putative",null,NA
PBANKA_0315400,"pre-mRNA-processing protein 45, putative",PRP45,NA
PBANKA_0315410,ribonuclease P,null,NA
PBANKA_0315500,"saccharopine dehydrogenase, putative",null,NA
PBANKA_0315600,"40S ribosomal protein S30, putative",null,NA
PBANKA_0315700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0315800,"ribosome associated membrane protein RAMP4, putative",null,NA
PBANKA_0315900,"pseudouridine synthase, putative",null,NA
PBANKA_0316000,"replication factor C subunit 1, putative",RFC1,NA
PBANKA_0316100,"Plasmodium exported protein, unknown function",null,NA
PBANKA_0316200,"Plasmodium exported protein, unknown function",null,NA
PBANKA_0316300,fam-b protein,null,NA
PBANKA_0316500,"fam-a protein, pseudogene",null,NA
PBANKA_0316600,"reticulocyte binding protein, putative",Pb235,NA
PBANKA_0316650,"PIR protein, pseudogene",null,NA
PBANKA_0316700,fam-b protein,null,NA
PBANKA_0316821,"fam-a protein, pseudogene",null,NA
PBANKA_0316841,fam-b protein,null,NA
PBANKA_0316861,PIR protein,null,NA
PBANKA_0316900,PIR protein,null,NA
PBANKA_0316941,PIR protein,null,NA
PBANKA_0316961,"fam-a protein, pseudogene",null,NA
PBANKA_0316981,"reticulocyte binding protein, putative",null,NA
PBANKA_0317001,PIR protein,null,NA
PBANKA_0317021,fam-b protein,null,NA
PBANKA_0317041,PIR protein,null,NA
PBANKA_0317061,fam-a protein,null,NA
PBANKA_0317081,"conserved rodent malaria protein, unknown function",null,NA
PBANKA_0317101,PIR protein,null,NA
PBANKA_0317121,"fam-a protein, pseudogene",null,NA
PBANKA_0317141,fam-a protein,null,NA
PBANKA_0317161,erythrocyte membrane antigen 1,null,NA
PBANKA_0400100,PIR protein,null,NA
PBANKA_0400200,"PIR protein, pseudogene",null,NA
PBANKA_0400600,PIR protein,null,NA
PBANKA_0400700,"fam-a protein, pseudogene",null,NA
PBANKA_0400800,"fam-a protein, pseudogene",null,NA
PBANKA_0400900,"conserved protein, unknown function",null,NA
PBANKA_0401000,"pre-mRNA-splicing factor PRP46, putative",PRP46,NA
PBANKA_0401100,"serine/threonine protein kinase, putative",SRPK1,NA
PBANKA_0401200,"ABC transporter B family member 4, putative",ABCB4,NA
PBANKA_0401300,"CDGSH iron-sulfur domain-containing protein, putative",null,NA
PBANKA_0401500,"exportin-1, putative",null,NA
PBANKA_0401600,"N-ethylmaleimide-sensitive fusion protein, putative",NSF,NA
PBANKA_0401700,"CLP1 P-loop domain-containing protein, putative",null,NA
PBANKA_0401800,"HAD superfamily protein, putative",null,NA
PBANKA_0401900,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",RPB6,NA
PBANKA_0402100,"spindle pole body protein, putative",null,NA
PBANKA_0402200,plasmoredoxin,Plrx,NA
PBANKA_0402300,"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative",BCKDH-E2,NA
PBANKA_0402800,"EH domain-containing protein, putative",EHD,NA
PBANKA_0402900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0403000,"60S ribosomal protein L44, putative",RPL44,NA
PBANKA_0403100,"1-cys-glutaredoxin-like protein-1, putative",GLP1,NA
PBANKA_0403200,circumsporozoite (CS) protein,CSP,NA
PBANKA_0403300,"conserved Plasmodium membrane protein, unknown function",null,NA
PBANKA_0403400,"conserved protein, unknown function",null,NA
PBANKA_0403500,"elongation factor (EF-TS), putative",EF-Ts,NA
PBANKA_0403600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0403700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0403800,"conserved Plasmodium membrane protein, unknown function",null,NA
PBANKA_0403900,"conserved protein, unknown function",null,NA
PBANKA_0404000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0404100,"DNA-(apurinic or apyrimidinic site) lyase, putative",null,NA
PBANKA_0404200,"ubiquitin-conjugating enzyme E2, putative",null,NA
PBANKA_0404400,"conserved protein, unknown function",null,NA
PBANKA_0404500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0404600,"activator of Hsp90 ATPase, putative",AHA1,NA
PBANKA_0404700,"glutaredoxin 1, putative",GRX1,NA
PBANKA_0404800,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",null,NA
PBANKA_0404900,"cytochrome c oxidase subunit ApiCOX35, putative",null,NA
PBANKA_0405000,"ATP synthase-associated protein, putative",null,NA
PBANKA_0405100,"ER membrane protein complex subunit 5, putative",EMC5,NA
PBANKA_0405200,"T-complex protein 1 subunit beta, putative",CCT2,NA
PBANKA_0405300,"40S ribosomal protein S23, putative",null,NA
PBANKA_0405310,small nucleolar RNA snoR03,null,NA
PBANKA_0405400,"40S ribosomal protein S12, putative",RPS12,NA
PBANKA_0405500,"60S ribosomal protein L7, putative",null,NA
PBANKA_0405600,"microtubule-associated protein RP/EB family, putative",EB1,NA
PBANKA_0405700,"ATP-dependent Clp protease proteolytic subunit, putative",ClpP,NA
PBANKA_0405800,"spindle and kinetochore-associated protein 2, putative",SKA2,NA
PBANKA_0405900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0406000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0406100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0406300,"DNA polymerase delta small subunit, putative",null,NA
PBANKA_0406400,"zinc finger protein, putative",null,NA
PBANKA_0406500,"T-complex protein 1 subunit eta, putative",CCT7,NA
PBANKA_0406650,U4 spliceosomal RNA,null,NA
PBANKA_0406700,"activator of Hsp90 ATPase, putative",null,NA
PBANKA_0407000,"conserved protein, unknown function",null,NA
PBANKA_0407100,"splicing factor 3B subunit 1, putative",SF3B1,NA
PBANKA_0407400,"serine/threonine protein kinase, putative",ARK2,NA
PBANKA_0407500,"N2227-like protein, putative",null,NA
PBANKA_0407550,small nucleolar RNA Me18S-Um1356,null,NA
PBANKA_0407600,asparagine synthetase [glutamine-hydrolyzing],AS,NA
PBANKA_0407700,"60S acidic ribosomal protein P2, putative",null,NA
PBANKA_0407800,"SECIS-binding protein 2, putative",SBP2,NA
PBANKA_0407900,"YTH domain-containing protein, putative",null,NA
PBANKA_0408000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0408100,"50S ribosomal protein L9, apicoplast, putative",null,NA
PBANKA_0408200,calcium-dependent protein kinase 3,CDPK3,NA
PBANKA_0408300,"phd finger protein, putative",null,NA
PBANKA_0408400,"phosphoglycerate mutase, putative",null,NA
PBANKA_0408500,parasite-infected erythrocyte surface protein,PIESP1,NA
PBANKA_0408600,"eukaryotic translation initiation factor 3 subunit K, putative",EIF3K,NA
PBANKA_0408700,"trafficking protein particle complex subunit 4, putative",TRAPPC4,NA
PBANKA_0408800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0408900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0409100,"pre-mRNA splicing factor, putative",null,NA
PBANKA_0409200,"valine--tRNA ligase, putative",null,NA
PBANKA_0409300,"phosphatidylinositol 3- and 4-kinase, putative",null,NA
PBANKA_0409400,kinase-related protein PKRP,PKRP,NA
PBANKA_0409600,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative",OST1,NA
PBANKA_0409800,"ATP synthase F0 subunit d-like protein, putative",null,NA
PBANKA_0410000,"conserved protein, unknown function",null,NA
PBANKA_0410100,"E3 ubiquitin-protein ligase, putative",null,NA
PBANKA_0410300,"26S proteasome regulatory subunit RPN12, putative",RPN12,NA
PBANKA_0410400,"glycogen synthase kinase 3, putative",GSK3,NA
PBANKA_0410500,"major facilitator superfamily-related transporter, putative",MFR3,NA
PBANKA_0410541:tRNA,tRNA Valine,null,NA
PBANKA_0410561:tRNA,tRNA Isoleucine,null,NA
PBANKA_0410600,"60S ribosomal protein L26, putative",null,NA
PBANKA_0410700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0410800,"ubiquitin-protein ligase, putative",null,NA
PBANKA_0411000,"YGGT family protein, putative",null,NA
PBANKA_0411100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0411200,"Ras-like G protein, putative",null,NA
PBANKA_0411400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0411500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0411600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0411700,"HSP20-like chaperone, putative",null,NA
PBANKA_0411800,"vesicle transport v-SNARE protein, putative",null,NA
PBANKA_0411900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0412000,"DER1-like protein, putative",DER1-2,NA
PBANKA_0412200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0412300,"conserved protein, unknown function",null,NA
PBANKA_0412400,"RING finger protein RNF1, putative",RNF1,NA
PBANKA_0412500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0412600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0412700,"zinc finger protein, putative",null,NA
PBANKA_0412800,"eukaryotic translation initiation factor 4E, putative",eIF4E,NA
PBANKA_0412900,circumsporozoite- and TRAP-related protein,CTRP,NA
PBANKA_0413000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0413200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0413300,"mitochondrial ribosomal protein L29/L47 precursor, putative",null,NA
PBANKA_0413600,"zinc finger protein, putative",null,NA
PBANKA_0413800,"microneme associated antigen, putative",MA,NA
PBANKA_0413900,"mitochondrial ribosomal protein L27 precursor, putative",null,NA
PBANKA_0414000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0414100,"inorganic pyrophosphatase, putative",PPase,NA
PBANKA_0414200,"conserved protein, unknown function",null,NA
PBANKA_0414300,"kinetochore protein NUF2, putative",NUF2,NA
PBANKA_0414400,"formate-nitrite transporter, putative",FNT,NA
PBANKA_0414500,"protein YOP1, putative",YOP1,NA
PBANKA_0414600,"40S ribosomal protein S15A, putative",null,NA
PBANKA_0414700,"zinc finger protein, putative",null,NA
PBANKA_0414800,arginase,null,NA
PBANKA_0414900,"dynein intermediate light chain, putative",null,NA
PBANKA_0415000,"Maf-like protein, putative",null,NA
PBANKA_0415100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0415200,"vacuolar protein sorting-associated protein 46, putative",VPS46,NA
PBANKA_0415300,"exoribonuclease II, putative",RNaseII,NA
PBANKA_0415400,"conserved Plasmodium protein, unknown function, pseudogene",null,NA
PBANKA_0415500,"coatomer subunit beta, putative",SEC27,NA
PBANKA_0415600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0415700,"autophagy-related protein 3, putative",ATG3,NA
PBANKA_0416000,"high molecular weight rhoptry protein 3, putative",RhopH3,NA
PBANKA_0416200,"mitochondrial carrier protein, putative",null,NA
PBANKA_0416300,nucleoporin NUP221,NUP221,NA
PBANKA_0416400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_0416500,copper-transporting ATPase,CuTP,NA
PBANKA_0416600,"replication protein A1, small fragment",null,NA
PBANKA_0416700,"bacterial histone-like protein, putative",HU,NA
PBANKA_0416800,"ubiquitin specific protease, putative",null,NA
PBANKA_0416900,"prefoldin subunit 4, putative",null,NA
PBANKA_0417300,"AP-4 complex subunit epsilon, putative",null,NA
PBANKA_0417400,"GTPase-activating protein, putative",null,NA
PBANKA_0417500,"60S ribosomal protein L32, putative",RPL32,NA
PBANKA_0417700,alpha tubulin 1,null,NA
PBANKA_0417800,"conserved protein, unknown function",null,NA
PBANKA_0417900,nucleoporin NUP138,NUP138,NA
PBANKA_0418000,"ATP-dependent RNA helicase DDX60, putative",DDX60,NA
PBANKA_0418100,"conserved protein, unknown function",null,NA
PBANKA_0418200,"ras-related protein RAB7, putative",RAB7,NA
PBANKA_0418300,"protein RER1, putative",RER1,NA
PBANKA_0418400,"conserved protein, unknown function",null,NA
PBANKA_0500100,"fam-a protein, pseudogene",null,NA
PBANKA_0500200,PIR protein,null,NA
PBANKA_0500600,fam-b protein,null,NA
PBANKA_0500700,fam-a protein,null,NA
PBANKA_0500721,"PIR protein, pseudogene",null,NA
PBANKA_0500741,fam-b protein,null,NA
PBANKA_0500781,PIR protein,null,NA
PBANKA_0500950,"PIR protein, pseudogene",null,NA
PBANKA_0500971,PIR protein,null,NA
PBANKA_0501000,"reticulocyte binding protein, putative",Pb235,NA
