P. berghei current ID,P. berghei previous ID,P. falciparum ID,Name,Product,Phenotype,Relative growth rate,Confidence,Expected variance,RGR CI low,RGR CI high,Times analysed,Construct
PBANKA_0611600,PBANKA_061160,PF3D7_1437200,,"ribonucleoside-diphosphate reductase, large subunit, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-087493
PBANKA_0611800,PBANKA_061180,PF3D7_1437000,,"N-acetyltransferase, putative",Essential,0.1,1,0.154,-0.58,0.98,2,PbGEM-330171
PBANKA_0611900,PBANKA_061190,PF3D7_1436900,,"histidine triad protein, putative",Dispensable,0.99,3.7,0.024,0.67,1.3,2,PbGEM-534107
PBANKA_0612300,PBANKA_061230,PF3D7_0410900,,"conserved Plasmodium protein, unknown function",Slow,0.57,4.9,0.008,0.39,0.74,2,PbGEM-278202
PBANKA_0612400,PBANKA_061240,PF3D7_0411000,,"conserved Plasmodium protein, unknown function",Slow,0.54,4,0.019,0.27,0.82,2,PbGEM-087565
PBANKA_0612600,PBANKA_061260,PF3D7_0411200,,"conserved Plasmodium protein, unknown function",Essential,0.09,7.2,0.001,0.04,0.15,2,PbGEM-278250
PBANKA_0613000,PBANKA_061300,PF3D7_0411800,,"conserved Plasmodium protein, unknown function",Dispensable,1,5,0.007,0.84,1.16,2,PbGEM-278298
PBANKA_0613100,PBANKA_061310,,,"conserved Plasmodium protein, unknown function",Essential,0.28,2.4,0.087,-0.32,0.87,2,PbGEM-330195
PBANKA_0613400,PBANKA_061340,PF3D7_0412100,,"mitochondrial ribosomal protein S12 precursor, putative",Essential,0.08,7.5,0.001,0.04,0.13,2,PbGEM-330211
PBANKA_0613500,PBANKA_061350,PF3D7_0412200,,"conserved Plasmodium protein, unknown function",Essential,0.05,7.4,0.001,0.01,0.1,2,PbGEM-278370
PBANKA_0613600,PBANKA_061360,PF3D7_0412300,,"phosphopantothenoylcysteine synthetase, putative",Dispensable,0.96,5.7,0.003,0.85,1.08,2,PbGEM-234174
PBANKA_0613800,PBANKA_061380,PF3D7_0716100,SDA1,"protein SDA1, putative",Essential,0.17,4.6,0.01,-0.03,0.38,2,PbGEM-330219
PBANKA_0613900,PBANKA_061390,PF3D7_0716200,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.4,0.001,-0.02,0.08,2,PbGEM-278434
PBANKA_0614000,PBANKA_061400,PF3D7_0716300,,"conserved Plasmodium protein, unknown function",Essential,0.09,6.3,0.002,0.01,0.18,2,PbGEM-087702
PBANKA_0614100,PBANKA_061410,PF3D7_0716400,,"transcription initiation factor IIA subunit 1, putative",Essential,0.02,8.3,0,-0.01,0.05,2,PbGEM-330227
PBANKA_0614300,PBANKA_061430,PF3D7_0716600,SufS,cysteine desulfurase,Slow,0.5,3.8,0.022,0.2,0.79,2,PbGEM-018972
PBANKA_0614400,PBANKA_061440,PF3D7_0716700,,"conserved Plasmodium protein, unknown function",Essential,0.09,5.8,0.003,-0.02,0.2,2,PbGEM-278458
PBANKA_0614500,PBANKA_061450,PF3D7_0716800,EIF3I,"eukaryotic translation initiation factor 3 subunit I, putative",Essential,0.1,5.1,0.006,-0.05,0.26,2,PbGEM-278474
PBANKA_0614600,PBANKA_061460,PF3D7_0716900,,"drug metabolite transporter, putative",Essential,0.13,5.7,0.003,0.02,0.25,2,PbGEM-278490
PBANKA_0614900,PBANKA_061490,PF3D7_0717200,,"conserved Plasmodium protein, unknown function",Slow,0.8,5.5,0.004,0.67,0.92,1,PbGEM-278546
PBANKA_0615000,PBANKA_061500,PF3D7_0717300,,"transcription initiation factor IIE subunit alpha, putative",Essential,0.28,3.8,0.022,-0.01,0.58,3,PbGEM-234414
PBANKA_0615100,PBANKA_061510,PF3D7_0717400,,"queuine tRNA-ribosyltransferase, putative",Dispensable,0.87,4.3,0.014,0.64,1.11,2,PbGEM-122090
PBANKA_0615200,PBANKA_061520,PF3D7_0717500,CDPK4,calcium-dependent protein kinase 4,Slow,0.86,7,0.001,0.8,0.92,4,"PbGEM-087803,PbGEM-234446"
PBANKA_0615300,PBANKA_061530,PF3D7_0717600,,"conserved Plasmodium protein, unknown function",Essential,0.04,6.3,0.002,-0.05,0.12,2,PbGEM-330259
PBANKA_0615400,PBANKA_061540,PF3D7_0717700,,"serine--tRNA ligase, putative",Dispensable,0.74,3.9,0.02,0.46,1.02,2,PbGEM-087828
PBANKA_0615600,PBANKA_061560,PF3D7_0717900,,"conserved Plasmodium protein, unknown function",Essential,0.07,6.5,0.002,-0.01,0.15,2,PbGEM-330275
PBANKA_0615700,PBANKA_061570,PF3D7_0718000,,"dynein heavy chain, putative",Slow,0.6,3.4,0.034,0.23,0.97,2,PbGEM-330283
PBANKA_0615800,PBANKA_061580,PF3D7_0718100,EST,exported serine/threonine protein kinase,Essential,0.12,3.5,0.03,-0.23,0.46,2,PbGEM-019212
PBANKA_0615900,PBANKA_061590,PF3D7_0718300,CRMP2,cysteine repeat modular protein 2,Dispensable,0.65,2.5,0.08,0.08,1.21,3,PbGEM-341555
PBANKA_0616000,PBANKA_061600,PF3D7_0718400,,"mitochondrial ribosomal protein S8 precursor, putative",Dispensable,0.98,6.1,0.002,0.89,1.08,1,PbGEM-278778
PBANKA_0616100,PBANKA_061610,PF3D7_0718500,,"prefoldin subunit 3, putative",Slow,0.75,5.6,0.004,0.63,0.87,1,PbGEM-234590
PBANKA_0616400,PBANKA_061640,PF3D7_0718800,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.8,0.003,0.92,1.14,1,PbGEM-278858
PBANKA_0616500,PBANKA_061650,PF3D7_0719000,,"conserved Plasmodium protein, unknown function",Slow,0.56,3.8,0.023,0.25,0.86,2,PbGEM-278882
PBANKA_0616700,PBANKA_061670,PF3D7_0719200,NEK4,NIMA related kinase 4,Dispensable,0.97,8.1,0,0.94,1.01,4,"PbGEM-072498,PbGEM-111690"
PBANKA_0616800,PBANKA_061680,PF3D7_0719300,ARP6,"actin-related protein, putative",Dispensable,0.71,2.4,0.092,0.1,1.32,2,PbGEM-234694
PBANKA_0617200,PBANKA_061720,PF3D7_0719700,,"40S ribosomal protein S10, putative",Essential,0.22,3.4,0.033,-0.14,0.59,1,PbGEM-534155
PBANKA_0617300,PBANKA_061730,PF3D7_0719800,,"conserved Plasmodium protein, unknown function",Essential,0.09,5.9,0.003,-0.01,0.2,2,PbGEM-278994
PBANKA_0617500,PBANKA_061750,PF3D7_0720000,CSL4,"exosome complex component CSL4, putative",Essential,0.1,4.1,0.016,-0.16,0.35,2,PbGEM-279042
PBANKA_0618000,PBANKA_061800,PF3D7_0720500,,"conserved Plasmodium protein, unknown function",Slow,0.32,4.7,0.009,0.12,0.51,1,PbGEM-534179
PBANKA_0618400,PBANKA_061840,PF3D7_0720900,,"conserved Plasmodium protein, unknown function",Dispensable,1,4.9,0.007,0.83,1.17,1,PbGEM-279194
PBANKA_0618600,PBANKA_061860,PF3D7_0721100,,"conserved Plasmodium protein, unknown function",Essential,0.14,5.3,0.005,0,0.27,1,PbGEM-088026
PBANKA_0618700,PBANKA_061870,PF3D7_0721200,,"conserved Plasmodium protein, unknown function",Essential,0.08,2.1,0.118,-0.61,0.77,2,PbGEM-279226
PBANKA_0618800,PBANKA_061880,PF3D7_0721300,DBP7,"ATP-dependent RNA helicase DBP7, putative",Slow,0.59,5.3,0.005,0.45,0.74,3,PbGEM-019636
PBANKA_0619100,PBANKA_061910,PF3D7_0721600,,"40S ribosomal protein S5, putative",Essential,0.07,6.5,0.001,-0.01,0.15,1,PbGEM-534203
PBANKA_0619200,PBANKA_061920,PF3D7_0721700,PSOP1,"secreted ookinete protein, putative",Dispensable,0.84,5.2,0.005,0.7,0.99,1,PbGEM-019700
PBANKA_0619300,PBANKA_061930,PF3D7_0721800,,"conserved Plasmodium protein, unknown function",Essential,0.06,6,0.003,-0.04,0.16,2,PbGEM-279306
PBANKA_0619600,PBANKA_061960,PF3D7_0722100,,"PelOta protein homologue, putative",Dispensable,0.96,7.1,0.001,0.9,1.02,1,PbGEM-264780
PBANKA_0619700,PBANKA_061970,PF3D7_0722200,RALP1,"rhoptry-associated leucine zipper-like protein 1, putative",Essential,0.19,3.5,0.029,-0.15,0.53,3,PbGEM-330355
PBANKA_0620200,PBANKA_062020,PF3D7_0722700,,"conserved Plasmodium protein, unknown function",Essential,0.08,6.1,0.002,-0.01,0.18,2,PbGEM-279442
PBANKA_0620300,PBANKA_062030,PF3D7_0722800,,"conserved Plasmodium protein, unknown function",Dispensable,1.07,5.2,0.006,0.92,1.22,1,PbGEM-019862
PBANKA_0620500,PBANKA_062050,PF3D7_0723000,,"tRNAHis guanylyltransferase, putative",Essential,0.05,7.4,0.001,0,0.1,2,PbGEM-330371
PBANKA_0620700,PBANKA_062070,PF3D7_0723200,,"conserved Plasmodium protein, unknown function",Dispensable,0.84,3.7,0.024,0.53,1.15,1,PbGEM-534219
PBANKA_0621100,PBANKA_062110,PF3D7_0723600,,"conserved Plasmodium protein, unknown function",Essential,0.13,5.6,0.004,0,0.25,2,PbGEM-279554
PBANKA_0621400,PBANKA_062140,PF3D7_0723900,,"conserved Plasmodium protein, unknown function",Dispensable,0.79,4.2,0.015,0.55,1.04,1,PbGEM-279586
PBANKA_0621800,PBANKA_062180,PF3D7_0724300,COQ3,"3-demethylubiquinone-9 3-methyltransferase, putative",Slow,0.31,5.6,0.004,0.19,0.43,2,PbGEM-279650
PBANKA_0622000,PBANKA_062200,PF3D7_0724500,,"conserved Plasmodium protein, unknown function",Dispensable,1,5.3,0.005,0.86,1.14,1,PbGEM-279674
PBANKA_0622400,PBANKA_062240,PF3D7_0724900,,"kinesin-19, putative",Dispensable,0.98,5.9,0.003,0.87,1.08,2,PbGEM-088353
PBANKA_0622500,PBANKA_062250,PF3D7_0725000,,"exonuclease I, putative",Slow,0.76,5.2,0.006,0.61,0.92,1,PbGEM-020158
PBANKA_0622700,PBANKA_062270,PF3D7_0725200,,"mago nashi protein homologue, putative",Slow,0.16,7.4,0.001,0.11,0.21,2,PbGEM-235866
PBANKA_0622800,PBANKA_062280,PF3D7_0725300,,"conserved Plasmodium protein, unknown function",Essential,0.09,5.8,0.003,-0.03,0.2,2,PbGEM-279810
PBANKA_0623100,PBANKA_062310,,,tryptophan-rich antigen;tryptophan-rich protein,Slow,0.56,4.1,0.016,0.31,0.82,1,PbGEM-088402
PBANKA_0623200,PBANKA_062320,,,"lysophospholipase, putative",Dispensable,0.8,4.5,0.011,0.59,1.02,2,PbGEM-088411
PBANKA_0700700,PBANKA_070070,,,"Plasmodium exported protein, unknown function",Slow,0.85,5.4,0.004,0.71,0.98,1,PbGEM-330491
PBANKA_0701000,PBANKA_070100,,SLTRiP,,Slow,0.81,5.7,0.003,0.7,0.93,1,PbGEM-232966
PBANKA_0701200,PBANKA_070120,,,"conserved Plasmodium protein, unknown function",Essential,0.44,3.2,0.041,0.04,0.85,2,PbGEM-330515
PBANKA_0701300,PBANKA_070130,PF3D7_0829400,,"prolyl 4-hydroxylase subunit alpha, putative",Dispensable,0.97,6.4,0.002,0.88,1.05,1,PbGEM-280034
PBANKA_0701500,PBANKA_070150,PF3D7_0829200,,"prohibitin, putative",Essential,0.1,6,0.002,0,0.2,2,PbGEM-330523
PBANKA_0701600,PBANKA_070160,PF3D7_0829100,,"conserved protein, unknown function",Dispensable,1.02,5.1,0.006,0.86,1.18,1,PbGEM-280066
PBANKA_0702000,PBANKA_070200,PF3D7_0828700,,"conserved Plasmodium protein, unknown function",Dispensable,1,6.3,0.002,0.91,1.09,2,PbGEM-330539
PBANKA_0702100,PBANKA_070210,PF3D7_0828600,FT1,"folate transporter 1, putative",Dispensable,0.98,6.9,0.001,0.92,1.04,1,PbGEM-343476
PBANKA_0702200,PBANKA_070220,PF3D7_0828500,,"translation initiation factor eIF-2B subunit alpha, putative",Slow,0.5,6.5,0.002,0.43,0.58,2,PbGEM-264356
PBANKA_0702300,PBANKA_070230,PF3D7_0828400,OXA1,"mitochondrial inner membrane protein OXA1, putative",Essential,0.12,7.4,0.001,0.08,0.17,2,PbGEM-330555
PBANKA_0702500,PBANKA_070250,PF3D7_0828200,,"leucine--tRNA ligase, putative",Essential,0.22,3.1,0.045,-0.2,0.65,2,PbGEM-088659
PBANKA_0702600,PBANKA_070260,PF3D7_0828100,,"conserved Plasmodium protein, unknown function",Essential,0.11,7.1,0.001,0.05,0.16,2,PbGEM-280154
PBANKA_0702700,PBANKA_070270,PF3D7_0828000,ROM3,rhomboid protease ROM3,Dispensable,1,6.5,0.001,0.92,1.07,1,PbGEM-342020
PBANKA_0702800,PBANKA_070280,PF3D7_0827900,,protein disulfide isomerase,Essential,0.2,2.6,0.074,-0.34,0.74,2,PbGEM-280178
PBANKA_0702900,PBANKA_070290,PF3D7_0827800,,"SET domain protein, putative",Essential,0.03,6.8,0.001,-0.04,0.1,2,PbGEM-342028
PBANKA_0703100,PBANKA_070310,PF3D7_0827600,,"conserved Plasmodium protein, unknown function",Essential,0.05,6.8,0.001,-0.02,0.12,2,PbGEM-330563
PBANKA_0703200,PBANKA_070320,PF3D7_0827500,,"apicoplast ribosomal protein L21 precursor, putative",Essential,0.08,8.4,0,0.06,0.11,2,PbGEM-280258
PBANKA_0703300,PBANKA_070330,PF3D7_0827400,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.2,0.006,0.82,1.12,1,PbGEM-233516
PBANKA_0703500,PBANKA_070350,PF3D7_0827200,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,6.2,0.002,0.84,1.02,1,PbGEM-280330
PBANKA_0703700,PBANKA_070370,PF3D7_0827000,DBP10,"ATP-dependent RNA helicase DBP10, putative",Slow,0.55,3.6,0.028,0.21,0.88,3,PbGEM-233612
PBANKA_0704100,PBANKA_070410,PF3D7_0826500,UBE4B,"ubiquitin conjugation factor E4 B, putative",Slow,0.51,4.9,0.007,0.34,0.68,2,PbGEM-088775
PBANKA_0704400,PBANKA_070440,PF3D7_0826200,,"alpha/beta hydrolase, putative",Dispensable,1.01,6.9,0.001,0.94,1.07,2,PbGEM-265276
PBANKA_0704500,PBANKA_070450,PF3D7_0826100,,"E3 ubiquitin-protein ligase, putative",Essential,0.2,3.9,0.02,-0.08,0.48,2,PbGEM-342036
PBANKA_0704600,PBANKA_070460,PF3D7_0826000,,"conserved Plasmodium protein, unknown function",Essential,0.1,6.1,0.002,0.01,0.19,2,PbGEM-280458
PBANKA_0704700,PBANKA_070470,PF3D7_0825900,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.1,0.006,0.82,1.13,1,PbGEM-020924
PBANKA_0704900,PBANKA_070490,PF3D7_0825700,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.5,0.004,0.9,1.16,1,PbGEM-330635
PBANKA_0705100,PBANKA_070510,PF3D7_0825500,KRI1,"protein KRI1, putative",Essential,0.07,5.9,0.003,-0.04,0.18,2,PbGEM-534283
PBANKA_0705500,PBANKA_070550,PF3D7_0825100,,"conserved Plasmodium protein, unknown function",Dispensable,1.04,5.2,0.006,0.89,1.19,1,PbGEM-280570
PBANKA_0705600,PBANKA_070560,PF3D7_0825000,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.5,0.001,-0.01,0.08,2,PbGEM-330659
PBANKA_0705700,PBANKA_070570,PF3D7_0824900,,"conserved Plasmodium protein, unknown function",Slow,0.83,5.3,0.005,0.69,0.97,1,PbGEM-330667
PBANKA_0705900,PBANKA_070590,PF3D7_0824700,LMF1,"lipase maturation factor, putative",Slow,0.83,5.6,0.004,0.7,0.95,1,PbGEM-330683
PBANKA_0706000,PBANKA_070600,PF3D7_0824600,DRE2,"Fe-S cluster assembly protein DRE2, putative",Essential,0.16,6.3,0.002,0.08,0.24,2,PbGEM-330691
PBANKA_0706100,PBANKA_070610,PF3D7_0824500,,"conserved Plasmodium protein, unknown function",Slow,0.24,5.3,0.005,0.1,0.38,2,PbGEM-280674
PBANKA_0706200,PBANKA_070620,PF3D7_0824400,NT2,"nucleoside transporter 2, putative",Slow,0.69,4,0.019,0.41,0.97,2,PbGEM-234172
PBANKA_0706300,PBANKA_070630,PF3D7_0824300,,"GTP-binding protein, putative",Slow,0.19,6.2,0.002,0.1,0.28,2,PbGEM-280690
PBANKA_0706400,PBANKA_070640,PF3D7_0824200,,"conserved Plasmodium protein, unknown function",Essential,0.03,8.5,0,0,0.06,2,PbGEM-330699
PBANKA_0706500,PBANKA_070650,PF3D7_0824100,,"exonuclease, putative",Essential,0.12,5.9,0.003,0.02,0.23,3,PbGEM-021205
PBANKA_0706600,PBANKA_070660,PF3D7_0824000,,"conserved Plasmodium protein, unknown function",Dispensable,0.99,4.8,0.009,0.8,1.17,1,PbGEM-234257
PBANKA_0706800,PBANKA_070680,PF3D7_0823800,,"DnaJ protein, putative",Slow,0.68,4.4,0.012,0.46,0.9,2,PbGEM-280794
PBANKA_0706900,PBANKA_070690,PF3D7_0823700,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,5.5,0.004,0.89,1.15,1,PbGEM-280818
PBANKA_0707000,PBANKA_070700,PF3D7_0823600,LipB,lipoate-protein ligase B,Dispensable,0.95,5.6,0.004,0.82,1.07,1,PbGEM-088924
PBANKA_0707100,PBANKA_070710,PF3D7_0823500,IMC1i,inner membrane complex protein 1i,Dispensable,0.97,5.4,0.004,0.84,1.11,1,PbGEM-021287
PBANKA_0707300,PBANKA_070730,PF3D7_0823300,GCN5,"histone acetyltransferase GCN5, putative",Essential,0.1,1,0.164,-0.44,1.18,2,PbGEM-280906
PBANKA_0707400,PBANKA_070740,PF3D7_0823200,,"RNA-binding protein, putative",Slow,0.74,4.8,0.008,0.55,0.92,1,PbGEM-234393
PBANKA_0707600,PBANKA_070760,PF3D7_0823000,VPS15,"serine/threonine protein kinase VPS15, putative",Essential,0.04,7.3,0.001,-0.01,0.09,1,PbGEM-534291
PBANKA_0708000,PBANKA_070800,PF3D7_0822600,SEC23,"protein transport protein SEC23, putative",Essential,0.07,6.8,0.001,0,0.14,2,PbGEM-281066
PBANKA_0708100,PBANKA_070810,PF3D7_0822500,DLC1,dynein light chain 1,Dispensable,1,5.8,0.003,0.88,1.11,1,PbGEM-234509
PBANKA_0708200,PBANKA_070820,PF3D7_0822400,,"conserved Plasmodium protein, unknown function",Slow,0.94,7.1,0.001,0.88,1,1,PbGEM-281090
PBANKA_0708400,PBANKA_070840,PF3D7_0822300,SNRPG,"small nuclear ribonucleoprotein G, putative",Essential,0.14,6,0.003,0.04,0.24,2,PbGEM-265316
PBANKA_0708500,PBANKA_070850,PF3D7_0822200,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,5.5,0.004,0.86,1.11,1,PbGEM-330747
PBANKA_0709000,PBANKA_070900,PF3D7_0821800,,"protein transport protein SEC61 subunit beta, putative",Essential,0.27,3.9,0.02,-0.01,0.56,2,PbGEM-234649
PBANKA_0709100,PBANKA_070910,PF3D7_0821700,,"60S ribosomal protein L22, putative",Essential,0.12,4,0.019,-0.15,0.4,2,PbGEM-330763
PBANKA_0709400,PBANKA_070940,PF3D7_0821400,,"conserved Plasmodium protein, unknown function",Slow,0.23,6.4,0.002,0.15,0.32,2,PbGEM-021641
PBANKA_0709500,PBANKA_070950,PF3D7_0821300,DHX36,"ATP-dependent RNA helicase DHX36, putative",Essential,0.15,5,0.007,-0.02,0.31,2,PbGEM-342044
PBANKA_0709900,PBANKA_070990,PF3D7_0820900,,"conserved Plasmodium protein, unknown function",Dispensable,0.88,4.9,0.008,0.71,1.06,1,PbGEM-281298
PBANKA_0710100,PBANKA_071010,PF3D7_0820700,KDH,"2-oxoglutarate dehydrogenase E1 component, putative",Dispensable,0.97,4.9,0.008,0.8,1.15,2,PbGEM-021746
PBANKA_0710200,PBANKA_071020,PF3D7_0820600,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,6.3,0.002,0.93,1.1,1,PbGEM-281330
PBANKA_0710500,PBANKA_071050,PF3D7_0820300,,"conserved Plasmodium protein, unknown function",Slow,0.86,6.2,0.002,0.78,0.95,1,PbGEM-281386
PBANKA_0710700,PBANKA_071070,PF3D7_0820100,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.8,0,-0.01,0.07,2,PbGEM-330803
PBANKA_0710800,PBANKA_071080,PF3D7_0820000,SRCAP,"Snf2-related CBP activator, putative",Essential,0.1,1,0.133,-0.47,0.99,2,PbGEM-234960
PBANKA_0711000,PBANKA_071100,PF3D7_0819800,,"conserved Plasmodium protein, unknown function",Dispensable,1.13,5.1,0.006,0.98,1.29,1,PbGEM-330811
PBANKA_0711200,PBANKA_071120,PF3D7_0819600,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,6,0.002,0.91,1.11,1,PbGEM-021894
PBANKA_0711300,PBANKA_071130,PF3D7_0819500,,"conserved protein, unknown function",Dispensable,1.03,5.4,0.005,0.9,1.17,1,PbGEM-021910
PBANKA_0711800,PBANKA_071180,PF3D7_0819000,,"conserved Plasmodium protein, unknown function",Essential,0.06,7.8,0,0.02,0.1,2,PbGEM-330843
PBANKA_0711900,PBANKA_071190,PF3D7_0818900,HSP70,heat shock protein 70,Essential,0.02,3.2,0.039,-0.38,0.41,2,PbGEM-265540
PBANKA_0712000,PBANKA_071200,PF3D7_0818800,IMP4,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Essential,0.03,6.9,0.001,-0.03,0.09,2,PbGEM-111882
PBANKA_0712100,PBANKA_071210,PF3D7_0818700,,"DNA helicase, putative",Dispensable,0.79,3.5,0.03,0.44,1.14,2,PbGEM-235204
PBANKA_0712200,PBANKA_071220,PF3D7_0818600,PBLP,"BEM46-like protein, putative",Dispensable,0.99,5,0.007,0.82,1.15,2,PbGEM-235245
PBANKA_0712300,PBANKA_071230,PF3D7_0818500,,"zinc finger protein, putative",Slow,0.84,5.5,0.004,0.71,0.97,1,PbGEM-281562
PBANKA_0712500,PBANKA_071250,PF3D7_0818300,,"dynactin subunit 6, putative",Dispensable,1,5.6,0.004,0.88,1.13,1,PbGEM-281602
PBANKA_0712600,PBANKA_071260,PF3D7_0818200,14-3-3I,14-3-3 protein,Essential,0.1,1,0.148,-0.35,1.19,2,PbGEM-281618
PBANKA_0712700,PBANKA_071270,PF3D7_0818100,,"zinc finger protein, putative",Dispensable,1.02,7.1,0.001,0.97,1.08,2,PbGEM-330859
PBANKA_0712800,PBANKA_071280,PF3D7_0818000,,"conserved protein, unknown function",Essential,0.04,7,0.001,-0.02,0.1,2,PbGEM-281650
PBANKA_0713100,PBANKA_071310,PF3D7_0817700,RON5,"rhoptry neck protein 5, putative",Essential,0.09,6.1,0.002,0,0.19,3,PbGEM-330875
PBANKA_0713200,PBANKA_071320,PF3D7_0817600,,"conserved Plasmodium protein, unknown function",Essential,0.05,5,0.007,-0.11,0.21,1,PbGEM-330883
PBANKA_0713300,PBANKA_071330,PF3D7_0817500,,"protein kinase c inhibitor-like protein, putative",Dispensable,1.01,5.8,0.003,0.9,1.12,1,PbGEM-281730
PBANKA_0713400,PBANKA_071340,PF3D7_0817400,,"phosphatase, putative",Essential,0.1,7,0.001,0.04,0.16,2,PbGEM-281754
PBANKA_0713500,PBANKA_071350,,,"asparagine-rich antigen, putative, fragment",Dispensable,1.01,5.6,0.004,0.89,1.14,1,PbGEM-330891
PBANKA_0713900,PBANKA_071390,PF3D7_0816900,AK2,"adenylate kinase 2, putative",Dispensable,1.08,5.5,0.004,0.95,1.21,1,PbGEM-022249
PBANKA_0714000,PBANKA_071400,PF3D7_0816800,DMC1,meiotic recombination protein DMC1,Dispensable,0.97,6,0.002,0.87,1.06,1,PbGEM-022265
PBANKA_0714200,PBANKA_071420,PF3D7_0816600,ClpB1,"chaperone protein ClpB1, putative",Essential,0.1,6.7,0.001,0.03,0.18,4,PbGEM-235636
PBANKA_0714300,PBANKA_071430,PF3D7_0816500,HSP20,small heat shock protein HSP20,Dispensable,1.04,5.2,0.005,0.9,1.19,1,PbGEM-022313
PBANKA_0714400,PBANKA_071440,PF3D7_0816400,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,7,0.001,0.92,1.03,1,PbGEM-330907
PBANKA_0714500,PBANKA_071450,PF3D7_0816300,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,4.8,0.008,0.84,1.2,1,PbGEM-330915
PBANKA_0714700,PBANKA_071470,PF3D7_0816100,,"phosphopantothenoylcysteine decarboxylase, putative",Dispensable,0.99,6.6,0.001,0.92,1.06,1,PbGEM-235725
PBANKA_0714800,PBANKA_071480,PF3D7_0816000,RRB1,"ribosome assembly protein RRB1, putative",Essential,0.1,6,0.002,0,0.2,2,PbGEM-281826
PBANKA_0714900,PBANKA_071490,PF3D7_0815900,aLipDH,"dihydrolipoyl dehydrogenase, apicoplast, putative",Dispensable,0.97,5.9,0.003,0.86,1.07,1,PbGEM-022409
PBANKA_0715000,PBANKA_071500,PF3D7_0815800,VPS9,"vacuolar protein sorting-associated protein 9, putative",Essential,0.06,6.6,0.001,-0.02,0.14,2,PbGEM-330939
PBANKA_0715100,PBANKA_071510,PF3D7_0815700,,"ubiquitin, putative",Slow,0.26,5.4,0.005,0.13,0.4,3,PbGEM-235843
PBANKA_0715400,PBANKA_071540,PF3D7_0815400,,"conserved Plasmodium protein, unknown function",Dispensable,0.86,5.2,0.006,0.71,1.02,1,PbGEM-281914
PBANKA_0715500,PBANKA_071550,PF3D7_0413500,PGM2,phosphoglucomutase-2,Slow,0.84,5.5,0.004,0.71,0.96,1,PbGEM-342052
PBANKA_0715600,PBANKA_071560,PF3D7_0413600,RPT3,"26S protease regulatory subunit 6B, putative",Slow,0.53,4.4,0.012,0.32,0.75,2,PbGEM-022521
PBANKA_0716000,PBANKA_071600,PF3D7_0414000,SMC3,"structural maintenance of chromosomes protein 3, putative",Dispensable,0.76,3.1,0.047,0.32,1.19,1,PbGEM-330963
PBANKA_0716100,PBANKA_071610,PF3D7_0414100,,"conserved Plasmodium protein, unknown function",Slow,0.65,4.4,0.012,0.43,0.87,2,PbGEM-330971
PBANKA_0716200,PBANKA_071620,PF3D7_0414200.1,,"calmodulin-like protein, putative",Slow,0.57,4.5,0.012,0.35,0.78,2,PbGEM-330979
PBANKA_0716300,PBANKA_071630,PF3D7_0414300,,"Rab5-interacting protein, putative",Dispensable,0.99,5.4,0.005,0.85,1.12,1,PbGEM-282042
PBANKA_0716500,PBANKA_071650,PF3D7_0414500,,"RNA-binding protein, putative",Dispensable,0.94,5.7,0.003,0.82,1.05,1,PbGEM-282066
PBANKA_0716600,PBANKA_071660,PF3D7_0414600,,"conserved Plasmodium protein, unknown function",Slow,0.79,5.1,0.006,0.63,0.94,2,PbGEM-282090
PBANKA_0716700,PBANKA_071670,PF3D7_0414700,,"GTP-binding protein, putative",Slow,0.58,3.9,0.021,0.3,0.87,2,PbGEM-236237
